,名称,歌单id,歌单介绍,创建者id,创建者昵称,创建日期,播放次数,收藏量,转发量,评论数,歌单长度,tag1,tag2,tag3
0,Perry's淮海三店歌单,6799137017,"介绍：
上海市黄浦区雁荡路99号二楼，我们的秘密基地。
",356767108,HiddenPathcmy,2021-06-09,1955,45,3,0,1020,流行,说唱,R&B/Soul
0,听rapper说情话,7087906180,"介绍：
我抓不住这世间的美好，只能装作万事顺遂的样子
",119942485,今天有说早上好,2021-11-25,1939,1213,分享,0,230,说唱,运动,浪漫
0,〔Rap〕姜云升/法老/马思唯/沙一汀/…,6900963465,"介绍：
是rap又不全是rap
封面：微博@小熊一閑
",1866830369,睡着了嘛ovo,2021-08-05,1569,47,2,0,130,流行,说唱,浪漫
0,姜云升 废歌+未发歌+上架歌,6920674438,"介绍：
姜云升 废歌+未发歌＋上架歌
",2065050038,玖夏才不鸽,2021-08-16,1808,44,分享,0,150,说唱,nan,nan
0,hyperpop/亚比嗨歌，二次元爱好者,6981691283,"介绍：
此歌单收集了我觉得好听的hyperpop，hyperpop风格偏向二次元和亚文化，喜欢记得点个收藏哦，持续更新！
",1363496199,Blackwarrior_,2021-09-21,1330,21,分享,0,29,说唱,华语,欧美
0,不知道算是谁的错 两个人变得话不多,7056817967,,1291209313,今天没烦恼哇,2021-11-07,1468,17,分享,0,56,流行,说唱,网络歌曲
0,｜私自浪漫｜姜云升yyds！,6850656997,"介绍：
注意哦 有重复哒
因为想让我的朋友们选择自己更喜欢的版本qwq
我爱姜姜一万年 姜姜将匀升！！
封面会不定时换！
",1811393453,今天有恋爱谈吗,2021-07-10,1372,75,1,0,95,说唱,华语,nan
0,7z李起敬（1997.7.31,7026822116,,3247059472,Kvety_NJ2J,2021-10-19,1485,14,分享,0,11,韩语,说唱,90后
0,｜江西Underground HIPHOP｜编年史,6922791033,"介绍：
用hiphop在江西 赣一场革命
",1784446272,爆爆爆椒鯨魚,2021-08-17,1246,35,31,4,46,说唱,华语,nan
0,Digi Ghetto｜接轨国际的团队,7060856254,"介绍：
Mac ova seas/thomeboydontkill/Asen/Mula Sakee/TOYOKI/KIV. 国内顶尖玩得很新很顶的说唱团队，个个都是狠人。不多bb，顶不顶不是我说了算，听了就知道. p.s 这个歌单里的歌仅仅是我个人喜欢的DG的歌，hx...
",299399108,Ariiiiii-,2021-11-09,973,9,3,0,45,华语,说唱,兴奋
0,姜云升 较全原声歌单,6937614244,"介绍：
姜云升将匀升。
*含重复歌曲不含翻唱歌曲伴奏 如有误请指出 建议下载 不定期删除下架歌曲添加歌曲
封面来自网络 侵删
",1851327573,汀彰,2021-08-25,931,29,分享,0,165,华语,流行,说唱
0,重磅来袭！华语最火流行说唱,6969775015,"介绍：
国语风格说唱，每首风格都不同！总有一首歌曲的律动，会让你欢喜和心动，让我们一起欣赏这些律动感十足的中文嘻哈吧！
",1733915061,北鹤君,2021-09-16,985,11,1,0,67,华语,流行,说唱
0,HiphopFM中文说唱电台,7018803827,"介绍：
感谢来自视频平台的你们
to douyin Hiphop FM
",5207703005,CHILAYGUN痴脷筋,2021-10-13,998,78,1,3,38,华语,说唱,驾车
0,{姜云升}最全歌单,6896492306,"介绍：
本人学校开学，两周一更
",4890107397,大病-,2021-08-03,89962,2314,22,7,156,华语,说唱,nan
0,同一个beat就要一起听,6896529514,"介绍：
如果两首歌用同一个beat，或许不止可以用来battle哪个好听哪个难听，它们的存在本身就是一种莫名其妙的默契，两个不相关的话题或者情绪居然能用同一个鼓点契合，是一种独属于音符的浪漫。

封面: 直火帮xz...
",555328767,9NineZ,2021-08-03,1216,60,2,5,80,说唱,nan,nan
0,（说唱）随机循环播放好音乐,6807574501,"介绍：
收藏听就完事
",1374751803,坏女人克星,2021-06-14,84049,880,13,5,350,流行,说唱,榜单
0,ChiLayGun痴脷筋说唱电台,6887964568,"介绍：
痴脷筋说唱电台延伸歌单。欢迎评论心中粤语说唱采纳后我们会收录到歌单当中。
策划成员：痴脷筋音乐：OneFive/Vibeboy Chuk
",269047975,15llison,2021-07-29,78215,2409,23,19,134,粤语,说唱,放松
0,屹立在悬崖边盛开的红花,5131211255,"介绍：
区区穿堂风.
",1440572761,风神世无双,2020-07-19,79328,1657,54,20,224,说唱,R&B/Soul,华语
0,【纯音】当吉他遇上无人声Hiphop,4968159053,"介绍：
将清脆的吉他拨弦融入到时尚的无人声嘻哈时，气氛就变得放松起来了

本歌单精选45首编曲加入了吉他元素的无人声嘻哈
希望各位听众大大能够喜欢
",79708976,cloudy-day00,2020-04-14,70869,1477,36,18,45,欧美,说唱,吉他
0,说唱听我的2021 [ 导师选手作品合集 ],6711042344,"介绍：
代表作收录有所选择
只加我觉得好听的
更多好音乐可以前往歌手页支持
随缘更新
谢谢大家喜欢
",419200562,Oolong_tutto,2021-04-14,77576,245,1,3,39,华语,说唱,nan
0,old school 伴奏大全,3128374563,"介绍：
老学校（old school hip hop）是指非常早期的 hiphop音乐，来自1970年代和1980年代纽约市街头的「街角派对」（block parties）。在现代的定义中，通常代表1990年代初期在许多 广播电台和电视频道上播放的嘻...
",1950710152,伴奏吧台,2019-12-20,68307,1557,14,8,263,说唱,怀旧,nan
0,姜云升（小姜火到西海岸qaq,6914058261,"介绍：
姜鸽火到西海岸

",2107114112,小熊6789,2021-08-12,65086,2158,31,20,208,说唱,nan,nan
0,小小newwave所向无敌神秘超能力,4997826427,"介绍：
听emo的是人 无emo的是物 能掌控emotion的是人物.
",495133360,星之卡比代言人,2020-05-01,59239,1641,26,31,539,说唱,另类/独立,nan
0,JZ’s playlist,5293303258,"介绍：
JZ gang here！
把JZ的推荐歌单搬到网易云啦
还有一些视频里的BGM
这个歌单会一直更新
大家听起来！！！
",252799977,herbyyy,2020-10-17,55148,1222,42,49,527,欧美,说唱,R&B/Soul
0,YOUNG 13DBABY,6590943161,,611794528,不忍直视1111,2021-02-01,52486,167,1,0,47,说唱,nan,nan
0,Beat | 说唱伴奏艺术品,5471947340,"介绍：
精选免费说唱伴奏
日更-感谢收藏
",1844510388,说唱伴奏站,2021-01-18,57122,578,28,4,412,说唱,R&B/Soul,世界音乐
0,走心说唱伴奏丨Emo Rap Beat丨Prod by 10Ri,4942579741,,386276061,10Ri_SadBoy,2020-03-30,64850,1285,12,0,98,说唱,轻音乐,电子
0,精选超凶狠的Drill beat，Drill伴奏,5322022220,"介绍：
精选Drill beat
可投稿 我觉得质量可以会收录
没收录也希望不要泄气 只是个人喜好而已
",281854075,黄吉吉beats,2020-11-06,55610,755,15,3,71,欧美,说唱,兴奋
0,易着迷的说唱伴奏(beat持更),7000557517,"介绍：
高质量的beat，可以带来更好的感觉，写出好的歌
本歌单有不同风格的说唱beat，本人会收录一些高质量的beat，满足更多音乐人的需求
注意:如果对歌单里面的beat有需求，请自觉联系作者，并按照作者beat的指示...
",3348104642,格里Dle,2021-10-02,52838,568,69,4,121,说唱,R&B/Soul,金属
0,说唱新世代｜生番,5263349113,"介绍：
万物皆可说唱
生番我永远的神
",286401895,脸长一米八_,2020-09-30,50142,419,5,1,114,华语,说唱,nan
0,WA$ GOOD（帅哥版）,7027574659,"介绍：
大家好，这里是WA$ GOOD！很高兴认识你们！
@Alvin艾尔文 @Victor @Lil Tearmole
",328484473,艾尔文小队长,2021-10-20,47945,1002,220,0,30,说唱,R&B/Soul,nan
0,【jazz hiphop】浪漫与自由的共生,4914616532,"介绍：
爵士说唱个人理解就是在hiphop的鼓上加一些类似爵士的旋律，比如小号，低音琴，在上世纪80、90年代美国就有人做，有名的比如gang starr和the roots包括common，这会儿的爵士说唱爵士味非常重。
在本世纪初...
",330444254,伊奥尼亚之音,2020-03-14,47072,1073,23,29,70,说唱,爵士,欧美
0,免费drill beat 伴奏，拿走做皇家driller,5365466961,"介绍：
持续更新免费drill beat 因为现在做drill的人还比较少，所以free beat也比较少。
",2139129049,DRILLMUSIC,2020-12-05,47689,665,7,5,72,说唱,欧美,nan
0,Free rap beat/免费说唱伴奏/type beat,3137613436,"介绍：
#自行选择 禁止商用
#投稿私信 关注白嫖
#商用需自己联系作者 谢谢配合
",1691096930,泉州网友小李,2019-12-26,46156,562,8,1,4557,华语,说唱,nan
0,【中文Rap】当酷酷的Rapper开始走心,6652997568,"介绍：
来自每个Rapper的走心小故事。
",1482308000,GangGree,2021-03-10,46585,621,7,6,86,华语,说唱,nan
0,Yzz混音作品节选（持续更新）,6878233037,"介绍：
Yzz混音作品节选，歌单创建于2021.07.24，持续更新中，欢迎收藏。
",1292350804,Yzz李轶哲,2021-07-24,38466,1063,229,7,15,华语,说唱,流行
0,浪漫主义小红歌（姜云升）,6918641831,"介绍：
爱是海水和礁石在相互碰撞，是四月份的玫瑰迎着夏日盛放

",1362757625,iLuvsong,2021-08-15,28659,112,1,1,67,说唱,华语,nan
0,CHILL RAP / HIPHOP,6853722910,"介绍：
TRAP / OLDSCHOOL / UPDATING
",87260517,nkcalb,2021-07-12,39663,1111,24,6,149,欧美,说唱,另类/独立
0,KyraZ 黄之仪/ APEX,5132171698,,338136284,栋栋_DaboD,2020-07-20,24946,328,5,2,44,说唱,nan,nan
0,PHONK 精选 | JDM 改装车&漂移,4960485965,"介绍：
#随机食用#

持续更新

喜好日更

本歌单主要收集的是

Youtube、 JDM 、Drift 视频背景音乐

声云中播放量人气比较高的 

网易能搜到的制作人

搜不到就是还没有上线 

嗯 欢迎各位PHONK友来听。
",475619945,徒黯,2020-04-10,29457,464,12,23,1203,说唱,电子,流行
0,私奔還是約會？｜私藏说唱,1991712926,"介绍：
“今晚就私奔 我和你”
",363704120,怡爆炸,2017-11-26,38014,1935,17,7,582,说唱,R&B/Soul,性感
0,说唱听我的2021正赛选手合集,6729323705,"介绍：
0715 1200 赛制片+选手片
0718 1200 正片上线 
93人录制第一轮 正片+plus+纯享 播出79人完整片段
14人因版权问题缺失 其中4人进战队(字幕片段交代)
已知4人录制前退赛: 啊之，Lcz小强，胡娅楠，潘潘
0810 ...
",97878051,落基山_多瑙河_休假充電,2021-04-26,26042,102,1,0,92,说唱,R&B/Soul,流行
0,说唱伴奏丨RAP Beat丨高质量全风格,5326627582,"介绍：
随机播放即可，唤醒你的说唱欲
持续更新高质量伴奏
免费投稿，分享歌单即可.
感谢收藏评论转发！
都是精心挑选的beat
随机播放即可
BOOMBAP / TRAP / NEWWAVE / POP / ROCK / SOUL / PUNK/ FUNK /DRILL 风...
",3245658973,MEGA__,2020-11-09,20629,909,2,11,390,说唱,R&B/Soul,摇滚
0,拒绝孤独指南｜情歌说唱陪你的每一天,5386929349,"介绍：
欢迎收听！欢迎收藏！欢迎投稿！不定期更新～
much luv ya～
",1685802164,饼饼今天学习了嘛,2020-12-19,2264332,1771,19,6,116,说唱,浪漫,治愈
0,lijingze404的歌单,6771739855,"介绍：
404RAPPER
",1458425014,lijingze404,2021-05-24,16840,77,1,1,25,说唱,nan,nan
0,说唱｜百花齐放的国人文化,6711253585,"介绍：
hiphop渐渐由地下转为地上
在这个百花齐放的说唱时代里
让我们聆听他们的声音和思想
",3879723491,二十五区时,2021-04-14,1630313,416,105,0,107,说唱,华语,nan
0,温柔男友rap | 国语说唱,5044456984,"介绍：
心情不好就想吃东西，因为伤心欲嚼
",2098334511,柠檬味的TEA_,2020-06-01,1261744,4761,1208,15,84,流行,说唱,治愈
0,2021AYO!音乐节,6687561040,,472558893,TTRIA,2021-03-31,18789,290,17,8,70,说唱,nan,nan
0,孟子Mengzi｜顶级腔调,6769971595,"介绍：
孟子真的太太太太太太太吊了！！！！
",3231823035,国家一级退堂鼓表演艺术家xxx,2021-05-23,17840,109,1,2,54,说唱,华语,nan
0,日新粤异，白话说唱Stand Up！,5447790171,"介绍：
方言说唱一直是国内Underground中的Underground。粤语韵脚的说唱歌曲，会有如何的别样风味？点开听听看。本歌单持续收录粤语说唱作品。
",1650191296,蜜糖男孩,2021-01-06,639528,4331,80,30,43,华语,说唱,另类/独立
0,【说唱BEAT】高质量 | 说唱伴奏,5276995487,"介绍：
假装看不见，却用余光看了上千遍
",2135907891,欲望始终难抵你,2020-10-07,260041,1393,515,2,78,流行,说唱,R&B/Soul
0,高甜预警！已被这些说唱甜晕了,6712857418,"介绍：
全糖说唱，给你甜蜜暴击！

rapper嘴里不仅光diss，还有小蜜糖。

可恶阿，又想骗我谈恋爱。

-

华语 / 说唱 / 浪漫
",286427520,一只喵喵喵星人,2021-04-15,297043,2165,32,8,56,华语,说唱,浪漫
0,【伤感伴奏＆RAP BEATS】你的故事写完了吗,5298900670,"介绍：
希望你能喜欢
",379202005,FRESH_ye,2020-10-21,316556,1814,12,2,82,伤感,说唱,轻音乐
0,聚会必备｜party till the morning,5302184785,"介绍：
我自己的party歌单 放这个歌单聚会就是焦点
（持续更新）
",453303577,Tasia塔塔,2020-10-24,271818,3927,49,17,81,说唱,欧美,酒吧
0,精选 | 高质量说唱伴奏 | 说唱rap,7002711876,"介绍：
简单的活着，善良、率直、坦荡，去品位人生的韵味，享受人生的乐趣！
",2103611206,用户quanzai19830612-,2021-10-03,204790,1462,分享,2,336,华语,流行,说唱
0,【旋律说唱】小众Ⅱ值得无限循环的宝藏歌单,7016691859,"介绍：
一个充满旋律感的小众歌单～
带你发现更多的宝藏旋律说唱
沉浸在旋律中感受rapper们的柔情
值得循环的歌单哦
收录不完全欢迎投稿
",3247173192,FA-逸云,2021-10-12,149598,2475,126,226,57,说唱,放松,清新
0,高质量说唱伴奏/Rap BEAT/国产beat,7002760301,"介绍：
时间会告诉我们，简单的喜欢最长远，平凡中的陪伴最心安，懂你的人最温暖
",2103610099,用户yongfangci19600119-,2021-10-03,198608,1406,分享,5,338,华语,流行,说唱
0,顶级说唱伴奏丨2021丨TRAP BEATS丨免费,5456886586,"介绍：
※ 致力于打造成网易云最新潮最精致的说唱伴奏歌单，为说唱歌手和制作人提供便利，主要的风格有 [TRAP - YSL丨DRILL] -Gunna丨 Young Thug 丨Lil Keed 丨Lil Baby 丨Future 丨Drake 丨Dababy 丨Pop Smoke ...
",305156777,ProdRaymone,2021-01-09,200128,2310,11,7,167,华语,欧美,说唱
0,【Rap Beat】各类Type说唱伴奏,5318885452,"介绍：
当你变优秀时，你想要的都会来找你
",1697493429,子木流弊,2020-11-04,121017,3304,466,3,155,说唱,R&B/Soul,学习
0,炫酷说唱:耍帅一哥还得是rapper,7091210845,"介绍：
精选热门的国语说唱，与黑人说唱风格截然不同，更酷，更潮，更好听！
",5165554566,不再犹豫_czEt,2021-11-27,132948,2761,7,2,121,华语,流行,说唱
0,旋律说唱｜超炸超甜的hook,6976193072,"介绍：
记得在这杂乱的生活里每天带点笑意
（持续更新）
",392078662,张以晨_,2021-09-18,177847,2075,24,13,76,华语,流行,说唱
0,说唱BEAT/经典的说唱伴奏,4937924937,"介绍：
一些可用的说唱伴奏beat。经典永流传。
",1468360908,论争,2020-03-27,92075,1459,140,3,97,说唱,运动,经典
0,「中国风说唱伴奏精选集」Rap Beat,6720783807,"介绍：
探寻中国制作人的浪漫与豪迈。仅做整理，版权使用相关问题，请联系制作人本人哦。
",3372680209,说唱少女101,2021-04-20,63023,404,113,2,66,说唱,电子,轻音乐
0,旋律说唱 | 甜度超标°,6959470800,"介绍：
精选所有抒情说唱
",3968139597,雾中的河,2021-09-08,100294,1211,2,0,99,流行,说唱,感动
0,含糖Rap贩卖机丨冬日恋爱日记,7089191503,"介绍：
浪漫的旋律响起，鼓点敲打心房，有你在身边，是岁月更迭始终如一的四季，是浮生春风归依之处的桃源，是这世间万物平野山丘。
",3348813589,银河味苏打,2021-11-26,65938,718,9,11,23,华语,说唱,浪漫
0,【说唱伴奏】EMO BEAT 无题,6635567130,"介绍：
如果可以的话 我不想只在深夜想你
如果可以的话 我不想喝醉才敢想你
如果可以的话…
",419964543,Lion_Z狮子,2021-02-26,80823,3537,2,0,39,说唱,伤感,孤独
0,【beat全网顶级】制作特别牛B的说唱伴奏,6664364446,"介绍：
持更 建议随机播放
进来的兄弟麻烦多多收藏评论分享
都是制作特别牛逼的免费伴奏
每首都认真听过才放进来
区别于市面野鸡歌单
接受高质量作品投稿
投稿：lzt1721937193（备注来意）
",3575748309,DAISY_tL,2021-03-17,105393,3196,29,19,295,说唱,R&B/Soul,性感
0,国产狠货丨中文旋律说唱,6689239865,"介绍：
我们以自己的方式去诠释了旋律说唱这种风格，并打造出属于中国的Melodic Rap，这种说唱类型也更容易让国人接受，所以我整理了一份以华语旋律说唱为主题的歌单。 我希望更多的人能够通过这个歌单去认识到我...
",1952811201,洋柿子来了,2021-04-01,89341,512,16,6,55,说唱,华语,流行
0,Trap Beat（狠货/炸裂/迷幻/808）,7002801423,"介绍：
狠货/炸裂/迷幻/808鼓
",331807247,Nightdevil-BEAT,2021-10-03,1170,166,5,6,67,电子,说唱,nan
0,俘获听觉——沉浸式Rapper柔情思绪！,7010349262,"介绍：
不断更新，欢迎投稿！带大家感受Rapper们的深情对话！
",331324091,欧阳鹏oyp,2021-10-07,3388755,10376,42,21,82,华语,说唱,治愈
0,免费drill beat 伴奏，拿走做皇家driller,5365466961,"介绍：
持续更新免费drill beat 因为现在做drill的人还比较少，所以free beat也比较少。
",2139129049,DRILLMUSIC,2020-12-05,47689,665,7,5,72,说唱,欧美,nan
0,FREE BEAT丨超高质量丨免费伴奏丨持更,5393490798,"介绍：
不局限风格，持续更新，投稿私信
欢迎制作人投稿，必须保证质量

投稿要:求一人一次最多1个伴奏
Respect所有Beat Maker

不在乎数量，严选高质量伴奏
不是所有的freebeat歌单都是冷门高质量
PS:都有耳朵
听...
",374150187,一个EDA,2020-12-24,2272529,6012,929,30,390,说唱,伤感,兴奋
0,前方高甜！rapper们的情歌收录！[5.20特辑],5474914023,"介绍：
今天你“恋爱”了吗
快来让音乐带你走进爱的港湾吧
",1605617325,JossJoy,2021-01-21,1529607,23041,2086,37,48,说唱,浪漫,流行
0,树制燥 | Trap Beat/炸裂节奏/极致摇摆,6783507049,"介绍：
树制燥 | Trap Beat/炸裂节奏/极致摇摆

放了许多本人制作和他人投稿的伴奏供大家使用，小伙伴们拿伴奏的时候注意伴奏使用规则，防止侵权和引起纠纷

持续更新和收录中，
无偿接受制作人本人投稿，
投稿伴...
",2009800353,树T_Ree,2021-05-31,12880,14,1,0,63,说唱,运动,兴奋
0,说唱伴奏 | 创作宇宙,5387647895,"介绍：
Trap/Old school/new wave/emo/R&B/lofi/inst./jazz/Type beats
不定期更新
从好听度和创作性精挑细选的伴奏，希望能让更多说唱爱好者
参与到创作中来
带free标的是可免费非商用使用的beat
请自行与作者沟...
",1844510388,说唱伴奏站,2020-12-19,31838,797,52,25,426,说唱,华语,nan
0,|说唱伴奏|RapBeat|免费说唱Beat|Free,5288378050,"介绍：
进来的朋友麻烦点一下收藏，收集一些free 高质量beat 投稿看质量收入
合作联系：prod_killa
",1510196809,Youngkilla_Offcial,2020-10-14,353206,3516,16851,9,118,说唱,R&B/Soul,世界音乐
0,Rap beat| 说唱伴奏| 单曲循环,5280347741,"介绍：
已经被生活的不如意喂饱了
",2142297440,妮妮是个小孩子,2020-10-09,318056,1769,935,0,76,说唱,R&B/Soul,流行
0,抒情的说唱伴奏 （Rap beat）,5310305988,"介绍：
秋月春风再美，都不如你让我沉醉
",2098334511,柠檬味的TEA_,2020-10-29,1020082,7294,1886,10,132,说唱,浪漫,快乐
0,“别唱了宝贝，我好了”情歌说唱,6703392308,"介绍：
最浪漫的事莫过于两个人有着相同的听歌喜好。
情歌说唱，持续更新
",4917056566,SurpassMusic,2021-04-09,432657,1317,316,111,251,华语,说唱,浪漫
0,超甜旋律说唱伴奏【Rap BEAT】,5277033213,"介绍：
这世界偷偷偷帮着你书写出独特的着迷
",2135907891,欲望始终难抵你,2020-10-07,226571,1375,977,0,73,说唱,R&B/Soul,流行
0,TPKC[The PionKey Crew],6610768428,"介绍：
岭南师范学院TPKC
",443546368,Zxy在向下扎根,2021-02-11,138481,6548,2313,0,44,欧美,说唱,R&B/Soul
0,旋律rap | 精选说唱伴奏 | 国产说唱beat,7002732672,"介绍：
不管天气怎样，给自己的世界一片晴朗 
不管季节变换，让自己的内心鸟语花香
",2103611206,用户quanzai19830612-,2021-10-03,203228,1595,分享,3,336,华语,流行,说唱
0,说唱rap BEAT/旋律说唱伴奏,7002657170,"介绍：
我们曾并肩走过风雨苦难，我们将携手走向光芒万丈
",2103610099,用户yongfangci19600119-,2021-10-03,196394,1306,分享,4,338,华语,流行,说唱
0,RapBeat「高质量精选/说唱伴奏」GOATCREW,6683908169,"介绍：
国内高质量说唱伴奏 /收藏歌单 freestyle /battle 必备神器哦！！
",3256362431,GOATCREW,2021-03-28,153458,3396,1742,0,185,说唱,R&B/Soul,流行
0,【丧系叙事说唱伴奏&Rap&Emo Beat】,6819888541,"介绍：
他们希望你快乐，却一直在强迫你；
他们希望你优秀，却一直在打击你；
他们希望你进步，却一直在阻碍你；
好像看似开明，其实不过是带着网格的牢笼，眼前全是光明，也皆是阻碍。
",379202005,FRESH_ye,2021-06-21,258911,2314,9,2,53,说唱,伤感,轻音乐
0,致敬奋斗｜随机播放那些埋头发光的日子,6730173517,"介绍：
【嘿 siri！拿起mic致敬那些奋斗的日子吧！】

为什么不停问
为什么都说你不行 笨
为什么总说你不勤 奋

/

你不去碰壁把握机遇 一直不停寻找
你开足动力拼命积聚 在每天的清早
你加快脚步追赶 想让他们吓...
",413345699,秋chill的首席推歌官,2021-04-26,3476,63,分享,0,31,华语,学习,说唱
0,【beat全网顶级】制作特别牛B的说唱伴奏,6664364446,"介绍：
持更 建议随机播放
进来的兄弟麻烦多多收藏评论分享
都是制作特别牛逼的免费伴奏
每首都认真听过才放进来
区别于市面野鸡歌单
接受高质量作品投稿
投稿：lzt1721937193（备注来意）
",3575748309,DAISY_tL,2021-03-17,105393,3196,29,19,295,说唱,R&B/Soul,性感
0,「为你写一首小情歌」说唱伴奏/Rap Beats,6720956327,"介绍：
精选高质量适合写情歌的Beat
",3372680209,说唱少女101,2021-04-20,57736,304,1,2,60,说唱,电子,伤感
0,说唱伴奏 | Boombap Rap beat,5146890885,"介绍：
Beat type : Oldschool Boombap
日更-感谢收藏
",1844510388,说唱伴奏站,2020-07-30,19709,314,61,0,138,说唱,华语,放松
0,新疆说唱hiphop,6771611367,"介绍：
无论高兴还是难过，无论悲欢离合还是离合，说唱都会陪着我！就我算你是去了所有，起码说唱不会抛弃我了！
",351014330,说唱体验馆,2021-05-24,47278,1250,11,7,112,说唱,R&B/Soul,流行
0,Hip Hop History Collection,7030626034,"介绍：
东海岸嘻哈（East Coast Hip-Hop）
西海岸嘻哈（West Coast Hip-Hop）
南部嘻哈（Southern Hip-Hop）
中西嘻哈（Mid-West Hip-Hop）
拉丁说唱(Latin Rap)
嘻哈根源时期(Roots Of Hip-Hop)
老派时期(Old Sc...
",1462119662,Niyuu_Childe,2021-10-24,2136,132,27,0,813,欧美,说唱,怀旧
0,【说唱伴奏】来点不一样的boombap beat,6904048370,,419964543,Lion_Z狮子,2021-08-06,79458,3572,分享,0,40,说唱,夜晚,治愈
0,2004 Billboard 说唱年榜收录,5329065934,"介绍：
2004年 Billboard年榜说唱最热单曲收录，歌单顺序根据排名决定
",3856379473,云音乐说唱专区,2020-11-11,8226,88,分享,0,45,欧美,说唱,nan
0,有些话该怎么对她说,3074040398,"介绍：
在不确认两个人的关系之前，有很多话一直在心里默念着却始终说不出口，不知道要怎么样才能打破这僵持的局面，因为害怕未知，害怕失望。原本自信的人，在感情面前也变得迷失，会兴奋 紧张 开心 失落 想念 冷...
",1482813345,陈冰吃红鱼,2019-11-14,158384,1618,350,3,24,流行,说唱,快乐
0,说唱伴奏/RapBeats/TypeBeats,5081117463,"介绍：
说唱伴奏/RapBeats/TypeBeats
",1579321565,PAGANIBEATZ,2020-06-25,231376,262,分享,3,29,欧美,说唱,兴奋
0,40首「硬核」健身【核精神氮泵】,2621595367,"介绍：
歌曲都是我平时健身听的
dubstep rap 旋死 重金属
喜欢的小伙伴们点个收藏
我们深蹲到天亮

",316039327,Rabbit-Run-,2019-01-12,686505,6932,54,80,42,说唱,运动,金属
0,精选说唱|潮流说唱轰炸机,6801848577,"介绍：
带点伤感带点甜、带点故事带点燃，说唱就是如此带感！让我们享受潮流节拍，在华语乐调中摩擦
",394376631,人间不及苦,2021-06-11,202153,1740,8,5,58,华语,流行,说唱
0,Rap | 欧美说唱 ｜ 动感节奏，灵魂共舞,7017147034,"介绍：
持续更新
",3584656933,Lxxx_Zyl,2021-10-12,172,11,分享,0,137,欧美,说唱,流行
0,免费| beat 情歌专用,4996042482,"介绍：
免费又好听的说唱伴奏，希望你们会喜欢
",2114791118,SEA丶川,2020-05-01,157452,2307,41,5,860,说唱,浪漫,流行
0,【新疆Young Flow】Eskender-uxxak,6759590679,"介绍：
新疆Young Flow uxxak
",1497910647,Ruzaliy-,2021-05-16,79580,1033,分享,2,40,旅行,说唱,流行
0,讓我們一起見證新文化的崛起,6909403350,"介绍：
NEW WAVE / Tarp / 旋律说唱 / 新浪潮 / NEW SCHOOL / ROCK / Lil peep / type/ 摇滚说唱 /
",2009221752,F11rush,2021-08-09,74368,204,206,0,149,摇滚,说唱,朋克
0,天上飞李承铉低音炮rapper,6921133342,"介绍：
低音炮RAP 李承铉天上飞 天上飞 rap说唱
披荆斩棘的哥哥 追光吧哥哥
",5136164749,千万只有个你,2021-08-16,85078,158,3,0,40,华语,说唱,nan
0,我看见前方的光消失了,6732206947,"介绍：
个人认为好听的旋律说唱，情绪rap，不限中英文
",3256922790,若神桑,2021-04-28,21078,140,2,0,82,伤感,说唱,夜晚
0,说唱|国产朋克摇滚说唱 pop punk宝藏库,7103863999,"介绍：
“这个歌单收录了大部分厉害的国产朋克风格歌曲”

喜欢听这种风格可以转发 关注

后续持续加歌

好歌可以私信发我

加歌单
",566307490,芋泥大熊,2021-12-04,130400,3550,122,1,71,华语,说唱,摇滚
0,阴阳怪气/上海ZOO,2997419103,"介绍：
阴阳怪气男团(欢天喜地好哥们)创始人为四川郫县第一大帅比怪异君，成员分别为某幻君；老番茄；中国BOY超级大猩猩；花少北丶；LexBurner。目前该男团发出了两首歌《头号玩家》（无音源）《Summer Boy》
（注...
",1412607654,屑狮子,2019-09-23,886811,28362,101,249,40,华语,说唱,nan
0,美术生/画室集训/熬夜画速写,3108435815,"介绍：
从晚上画到天亮
从临摹画到写生
从完整画到笔头
从一张画到一沓
有说唱 有beat 很杂 适合随机播放一边听一边画！！！
祝大家考到理想的学校！！！

",455125856,田由甲-,2019-12-07,387704,9388,626,186,117,说唱,夜晚,学习
0,是你要的精选Rap歌单,6601145705,"介绍：
Rap歌单
",265672967,海文_林,2021-02-06,582131,3886,5,0,26,摇滚,电子,说唱
0,Swingman_z0,6818649749,"介绍：
I dreamed of death drunkenness in music.
",330933348,Swingman_z0,2021-06-20,503566,27691,140,144,292,说唱,运动,酒吧
0,一个双鱼座的听歌列表,5047368596,"介绍：
总有一天，你会在我的世界里下落不明，我会在你的世界里杳无音信。
",1820603615,來自十九層地獄__,2020-06-03,503734,5208,729,10,155,华语,流行,说唱
0,为你赴汤蹈火｜饶过舌却绕不过你,6942269212,"介绍：
饶过舌，绕过全世界，却绕不过你！！！
",4987484153,Cast-Off-Music3,2021-08-28,129799,2305,218,13,39,华语,说唱,R&B/Soul
0,祝你，我，世界安好！,6603583178,"介绍：
抽根华
",561790994,日常爱闹和爱你,2021-02-07,515531,2402,156,3,48,华语,说唱,放松
0,旧派说唱 | Old School,6975738864,"介绍：
旧派说唱（Old School）时期通常指1979-1984年内的说唱音乐，在得到70年代多位DJ（包括Kool DJ Herc、Grandmaster Flash、Afrika Bambaataa等）技术上的革新后，结合Breakbeat（碎拍）、Scratching（搓碟）...
",3856379473,云音乐说唱专区,2021-09-18,6319,37,分享,1,84,欧美,说唱,nan
